Date : 2025-08-11 16:03:37
Directory : c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion
Total : 125 files,  24089 codes, 2631 comments, 3630 blanks, all 30350 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| src\lib\redis                                                                                                      |          2 |        923 |        253 |        148 |      1,324 |
| src\lib\security                                                                                                   |          1 |        270 |        124 |         48 |        442 |
| src\lib\utils                                                                                                      |          3 |        495 |        263 |        107 |        865 |
| src\lib\utils (Files)                                                                                              |          2 |        355 |        256 |         80 |        691 |
| src\lib\utils\__tests__                                                                                            |          1 |        140 |          7 |         27 |        174 |
| src\messages                                                                                                       |          2 |        385 |          0 |          0 |        385 |
| src\types                                                                                                          |          1 |        204 |         48 |         37 |        289 |
+--------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                           | language       | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\# Code Citations.md                                     | Markdown       |      1,006 |          0 |        317 |      1,323 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\API_CLIENT_COMPARISON_ANALYSIS.md                       | Markdown       |        278 |          0 |        102 |        380 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ARCHIVE_COMPLETION_DATE_FIX_COMPLETE.js                 | JavaScript     |         30 |         88 |          3 |        121 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ARCHIVE_COMPLETION_DATE_TESTING_PLAN.js                 | JavaScript     |         83 |         19 |         14 |        116 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ARCHIVE_DROPDOWN_DARK_MODE_FIX.md                       | Markdown       |        182 |          0 |         57 |        239 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ARCHIVE_RESPONSIVE_ENHANCEMENT_SUMMARY.md               | Markdown       |        102 |          0 |         45 |        147 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\BADGE_INTEGRATION_GUIDE.md                              | Markdown       |        636 |          0 |        128 |        764 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\CLIENT_RATE_LIMITING_ANALYSIS.md                        | Markdown       |        156 |          0 |         49 |        205 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_ARCHITECTURE_GUIDE.md                        | Markdown       |        380 |          0 |        137 |        517 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_BADGE_INTEGRATION_COMPLETE.js                | JavaScript     |        170 |        141 |         45 |        356 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_COMPONENT_EXTRACTION_ANALYSIS.md             | Markdown       |        220 |          0 |         66 |        286 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENTERPRISE_IMPLEMENTATION_SUCCESS.md                    | Markdown       |        151 |          0 |         72 |        223 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ENVIRONMENT_LOADING_TIMING_ANALYSIS.md                  | Markdown       |        163 |          0 |         63 |        226 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\FETCHAUTH_VS_CLIENT_FEATURE_ANALYSIS.md                 | Markdown       |        229 |          0 |         69 |        298 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ICON_FIXES_COMPLETE.js                                  | JavaScript     |         65 |         14 |          7 |         86 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LEADERBOARD_IMPROVEMENTS_SUMMARY.md                     | Markdown       |        156 |          0 |         37 |        193 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LEADERBOARD_OPTIMIZATION_ANALYSIS.js                    | JavaScript     |          1 |        174 |         22 |        197 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\LEADERBOARD_OPTIMIZATION_COMPLETE.js                    | JavaScript     |        156 |         77 |         29 |        262 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\MOBILE_BREAKPOINT_OPTIMIZATION.js                       | JavaScript     |        256 |         74 |         45 |        375 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PRINCIPAL_ENGINEER_ARCHIVE_RESPONSIVE_IMPLEMENTATION.md | Markdown       |        327 |          0 |        116 |        443 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PRODUCTION_REDIS_CRISIS_RESOLVED.md                     | Markdown       |        114 |          0 |         47 |        161 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PROFESSIONAL_DROPDOWN_THEMING_SOLUTION.md               | Markdown       |        258 |          0 |        101 |        359 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\PROFESSIONAL_DROPDOWN_UX_ENHANCEMENT.md                 | Markdown       |        118 |          0 |         53 |        171 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIS_CONFIGURATION_FIX_COMPLETE.md                     | Markdown       |        139 |          0 |         58 |        197 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIS_DEBUGGING_ANALYSIS.md                             | Markdown       |        116 |          0 |         47 |        163 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIS_ISSUE_RESOLVED_SUCCESS.md                         | Markdown       |         84 |          0 |         36 |        120 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIS_VARIABLE_REDUNDANCY_EXPLANATION.md                | Markdown       |        158 |          0 |         53 |        211 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\REDIS_WARNING_ANALYSIS_TASK_COMPLETION.md               | Markdown       |        145 |          0 |         57 |        202 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\RESPONSIVE_ARCHIVE_COMPLETE.js                          | JavaScript     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SCORE_BUG_ANALYSIS.md                                   | Markdown       |         42 |          0 |         23 |         65 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\SYNTAX_FIXES_COMPLETE.js                                | JavaScript     |         39 |         15 |          8 |         62 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\ZERO_DELAY_LEADERBOARD_ACHIEVEMENT.js                   | JavaScript     |        153 |         96 |         33 |        282 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\__mocks__\fileMock.js                                   | JavaScript     |          1 |          1 |          1 |          3 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\aggressive-badge-fix.html                               | HTML           |        213 |         10 |         11 |        234 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\customclasses-feature-showcase.html                     | HTML           |        323 |         14 |         25 |        362 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\debug-redis.js                                          | JavaScript     |         41 |          4 |          9 |         54 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\debug-score.ts                                          | TypeScript     |         71 |          6 |         15 |         92 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\jest.config.js                                          | JavaScript     |         46 |         15 |         14 |         75 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\jest.setup.js                                           | JavaScript     |         76 |          8 |          8 |         92 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\package-lock.json                                       | JSON           |      4,128 |          0 |          0 |      4,128 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\package.json                                            | JSON           |         12 |          0 |          0 |         12 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\redis-test.js                                           | JavaScript     |         21 |          4 |          7 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\badges\page.tsx                        | TypeScript JSX |         23 |          1 |          3 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\layout.tsx                             | TypeScript JSX |          8 |          2 |          1 |         11 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\leaderboard\page.tsx                   | TypeScript JSX |         23 |          0 |          3 |         26 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\login\page.tsx                         | TypeScript JSX |        -23 |        -41 |         -2 |        -66 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\InitiateCompletion\route.ts                 | TypeScript     |          3 |          0 |          0 |          3 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ResetCompletionScanning\route.ts            | TypeScript     |         29 |         15 |          2 |         46 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\redis\route.ts                        | TypeScript     |         89 |         16 |         10 |        115 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\leaderboard\route.ts                        | TypeScript     |        376 |         53 |         42 |        471 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\test-badges\route.ts                        | TypeScript     |         39 |          8 |         12 |         59 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\debug\redis\page.tsx                            | TypeScript JSX |        177 |          1 |         15 |        193 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\globals.css                                     | PostCSS        |         98 |         17 |         15 |        130 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-main.test.tsx          | TypeScript JSX |        263 |         22 |         47 |        332 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-table-simple.test.tsx  | TypeScript JSX |         98 |         15 |         20 |        133 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-table.test.tsx         | TypeScript JSX |        195 |         22 |         38 |        255 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-main.tsx                         | TypeScript JSX |        170 |         13 |         18 |        201 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-table.tsx                        | TypeScript JSX |        357 |         15 |         14 |        386 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\dashboard.tsx                            | TypeScript JSX |        227 |         13 |         12 |        252 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-archive.tsx                     | TypeScript JSX |        316 |         34 |         40 |        390 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-leaderboard.tsx                 | TypeScript JSX |        284 |         25 |         27 |        336 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-member-card.tsx                 | TypeScript JSX |        184 |         27 |         21 |        232 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\header.tsx                               | TypeScript JSX |         22 |          0 |          0 |         22 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\language-switcher.tsx                    | TypeScript JSX |         10 |          0 |         -1 |          9 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\leaderboard-clean.tsx                    | TypeScript JSX |         30 |          1 |          6 |         37 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\leaderboard.tsx                          | TypeScript JSX |        796 |         42 |         67 |        905 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\login-form.tsx                           | TypeScript JSX |         31 |         11 |         11 |         53 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\login-page-client.tsx                    | TypeScript JSX |        222 |         17 |         22 |        261 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\pages\BadgePage.tsx                      | TypeScript JSX |        406 |         35 |         35 |        476 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\performance-summary.tsx                  | TypeScript JSX |         20 |          2 |          1 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\responsive-archive-table.tsx             | TypeScript JSX |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\task-list.tsx                            | TypeScript JSX |         24 |          2 |          1 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\theme-toggle.tsx                         | TypeScript JSX |         28 |          0 |          0 |         28 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\__tests__\last-updated.test.tsx       | TypeScript JSX |        228 |          5 |         48 |        281 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\__tests__\soon-badge.test.tsx         | TypeScript JSX |         99 |          2 |         24 |        125 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\badge-display.tsx                     | TypeScript JSX |        453 |         36 |         41 |        530 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dropdown-menu.tsx                     | TypeScript JSX |         19 |         21 |          0 |         40 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\last-updated.stories.tsx              | TypeScript JSX |        245 |         12 |         15 |        272 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\last-updated.tsx                      | TypeScript JSX |         85 |         43 |         14 |        142 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\progress.tsx                          | TypeScript JSX |         27 |          2 |          1 |         30 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\soon-badge.stories.tsx                | TypeScript JSX |        335 |          1 |         14 |        350 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\soon-badge.tsx                        | TypeScript JSX |        195 |         63 |         36 |        294 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\app-provider.tsx                            | TypeScript JSX |         17 |          1 |          3 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-mobile.tsx                                | TypeScript JSX |          0 |          3 |          0 |          3 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useAuthenticationGuard.ts                     | TypeScript     |         17 |          7 |          5 |         29 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useBadges.ts                                  | TypeScript     |        312 |         37 |         56 |        405 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useScoreSync.ts                               | TypeScript     |        159 |         46 |         36 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api-client.ts                                   | TypeScript     |        138 |         13 |         24 |        175 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api.ts                                          | TypeScript     |         16 |          1 |          1 |         18 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\client.ts                                   | TypeScript     |        630 |        115 |         98 |        843 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateCache.ts                          | TypeScript     |        133 |         40 |         25 |        198 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateService.ts                        | TypeScript     |         63 |         14 |         19 |         96 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\config\environment.ts                           | TypeScript     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\database\user-repository.ts                     | TypeScript     |        395 |         99 |         46 |        540 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\colors.ts                         | TypeScript     |        201 |         17 |         20 |        238 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\responsive-archive.ts             | TypeScript     |        186 |         44 |         42 |        272 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\theme-utils.ts                    | TypeScript     |        291 |         15 |         16 |        322 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\badge-definitions.ts               | TypeScript     |        622 |         34 |         24 |        680 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\badge-service.ts                   | TypeScript     |        448 |         62 |         75 |        585 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\mock-badge-service.ts              | TypeScript     |        285 |         32 |         35 |        352 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllScoresService.ts                          | TypeScript     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllTasksService.ts                           | TypeScript     |          3 |          0 |          0 |          3 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis.ts                                        | TypeScript     |        203 |         13 |         12 |        228 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis\key-manager.ts                            | TypeScript     |        465 |        148 |         80 |        693 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis\operations.ts                             | TypeScript     |        458 |        105 |         68 |        631 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\index.ts                               | TypeScript     |        270 |        124 |         48 |        442 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils.ts                                        | TypeScript     |       -283 |        -28 |        -44 |       -355 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils\__tests__\i18n-numerals.test.ts           | TypeScript     |        140 |          7 |         27 |        174 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils\core.ts                                   | TypeScript     |        157 |        110 |         29 |        296 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils\i18n-numerals.ts                          | TypeScript     |        198 |        146 |         51 |        395 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\ar.json                                    | JSON           |        190 |          0 |          0 |        190 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\en.json                                    | JSON           |        195 |          0 |          0 |        195 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\types\badges.ts                                     | TypeScript     |        204 |         48 |         37 |        289 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\tailwind.config.ts                                      | TypeScript     |          1 |         -1 |          0 |          0 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-arabic-numbers.js                                  | JavaScript     |         18 |          2 |          5 |         25 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-badge-positioning-fixed.html                       | HTML           |        166 |         12 |          9 |        187 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-badge-positioning.html                             | HTML           |        165 |          4 |         10 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-integration.mjs                                    | JavaScript     |         25 |          2 |          5 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-internationalization.js                            | JavaScript     |         65 |          2 |         10 |         77 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-leaderboard-optimization.js                        | JavaScript     |        143 |         17 |         21 |        181 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-mock-badge-service.js                              | JavaScript     |         43 |          8 |         10 |         61 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-positioning.html                                   | HTML           |         57 |          7 |          6 |         70 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-progress-calculation.js                            | JavaScript     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-redis-connection.js                                | JavaScript     |         14 |          5 |          6 |         25 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-calculation.js                               | JavaScript     |         23 |          7 |          8 |         38 |
| Total                                                                                                              |                |     24,089 |      2,631 |      3,630 |     30,350 |
+--------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
